x
HLA-F
NDUFC1
CTD-2311M21.2
B3GNT6
TRIM7
CHDH
LIMA1
MIA3
CORO1C
GLI3
LDAH
FAM110C
GPR35
PTPA
ANKRD6
SEC14L3
CBR1
MFSD1
LMNA
C17orf49
TRIM16
MYO18A
DTNA
MBNL1
CACNG6
ZDHHC16
AGR2
ZNF174
SERPINF1
UPF1
HCG4B
EDC4
CCDC8
ZNF219
MORN5
TMPRSS3
TMSB4X
ATP2C2
SLC9A3R2
USP6
STEAP4
CAPN13
FAM107A
UNC93B1
KDM6A
PRKX
C1QC
ATP6V0A4
POLR2D
FAM86C2P
PRDM11
LYPD6B
RNF126
LRRC8D
SLITRK6
LRRC43
SAPCD2
POLE3
RP1-152L7.5
ADGRA3
TRMT2B
JAKMIP3
PSMB9
SAA1
CDKN1C
TMEM231
RHOU
NHSL2
MIDN
G0S2
SHTN1
PIK3CB
NBEAL2
HDLBP
RABEP2
FHAD1
PGD
WFDC6
BCORL1
GRAMD4
SCNN1G
NADK
GRM5
HOOK2
PHLDA1
CORO7
CLDN1
SLC23A1
BCL2L13
RP11-248C1.3
MPPE1
FBXL8
ANP32E
QKI
C2orf70
BPIFB1
CORO1B
TBC1D16
SQSTM1
SAT2
WWP2
C21orf33
PATL2
SLC27A2
NT5E
CCDC33
MAP1A
C1orf159
GORAB
CPSF1
BCLAF1
PPARA
FAM177B
GSTA1
C1orf61
PEX19
SRRM2
FAM32A
RNF31
C1QL2
KRTCAP3
CATSPERD
TAPBP
GNL3
TBC1D2B
EPB41L2
LTBP3
BBS1
KALRN
CENPM
ANO7
RACK1
GMDS
DYM
SIRT6
APBB1
HSPA2
PYGO1
EPHX2
CKB
LRFN4
C1orf64
EPHX1
C21orf2
CLDN8
PIGO
FXYD6
FKBP11
MTHFD1
HERC4
LTBP1
PCDH20
AADAC
PPIE
SLC2A4RG
ST3GAL4
LPCAT4
ABCD4
TPRXL
PCSK6
AZU1
GPRASP1
SLC43A2
AUTS2
KIAA1147
STAP1
SLC51A
CASP7
GRM7
ACTG1
CDON
PDCD4
TUBB
NBR1
GZF1
PSME1
TLR6
CARNMT1
TNNT3
LMO4
INHBB
TRA2A
BTD
TRMT61A
GAD1
PIP5K1B
KCNE3
HIST2H2AA3
MIER3
RBM39
ABL2
CCDC77
TMEM173
ENTPD4
ZNF473
MB
PANX2
RAPGEF3
DDX54
PAM
EPAS1
ARFIP2
AGAP3
CD81
SLC39A3
TMEM63C
NDUFB5
TUBB8P12
PANK1
C3
TMEM241
DPP7
GPS2P1
C11orf70
YIF1A
MAN1A1
FRA10AC1
FHIT
HNF1B
PRIMPOL
SLC35F2
BMP4
NOTCH3
SLC45A3
HEPACAM2
SCIN
DRAP1
TRPV4
CD63
PRSS45
DHX35
TXLNB
RNF25
GNPNAT1
TMEM94
TRIM26
NPRL2
CTSL
SLC17A9
WDR78
PITPNA
RP11-290L7.3
GP5
FN1
TPRA1
MAGI1
PCDHGC3
SLC22A4
MIB2
PATZ1
PPP1R36
TMCC1
PHKB
KLHDC8A
CD177
IKBKG
GLIPR2
TRIM55
CACNA1F
CYP2C9
ACAT2
NUCB2
RAB6A
FXYD1
HTATIP2
ABHD4
MYO6
ABCA2
GABRE
EIF5AL1
TOMM5
CHST10
NOL10
SPACA9
ACOX3
TTYH1
DQX1
FAM47E
AC011513.3
PHF8
RP11-1212A22.1
KIAA1211
RBM23
CORO2B
DNAAF3
SLC20A1
CARHSP1
SEL1L3
MOV10
RAB5C
DLG4
CIAO1
CDC42EP5
BRMS1
ARRB1
EFS
ASPH
SPG7
MEGF9
RP11-761N21.2
ZNF496
DRC3
TNNI3
GAL3ST2
BSG
CHERP
NAV1
MPRIP
RASA4DP
ABCC1
FOXA3
POMGNT1
TFF1
ADAMTS15
ADAM9
DHRS3
C4A
C4B
PLAUR
IGSF11
PGGHG
BCL6
SYTL1
RASSF7
PITPNM2
PRKCH
KLK11
PTGES3
CDK6
ST6GALNAC1
BPI
SSSCA1
SLTM
EIF5
KRT8P15
HSPD1P21
KRT4
EDEM1
TM9SF3
GPRC5C
TRIM3
CCDC181
OPTN
RP3-431P23.2
TMEM178B
COL5A1
OBSL1
CYGB
AADAT
QSOX1
VSIG4
FANK1
CFAP206
LUC7L3
PHC1
PRR4
RARA
RTN4RL1
CLU
HAGHL
ARF5
M6PR
ESRRA
FKBP4
NDUFAF7
FUCA2
DBNDD1
HS3ST1
SEMA3F
CFTR
CYP51A1
USP28
STPG1
NIPAL3
TMEM176A
SLC7A2
PDK4
USH1C
RALA
BCAP29
BAIAP2L1
TMEM132A
DVL2
GGCT
RPAP3
TRAPPC6A
CEACAM7
RHBDD2
RPUSD1
TSR3
OSBPL7
NDUFAB1
PDK2
IL32
CRY1
MAPK8IP2
STARD3NL
CD9
CD74
RPS20
FAM76A
RANBP9
CD4
PLEKHG6
SS18L2
TSPAN9
QPCTL
HIVEP2
PPP5C
UBR7
MAP4K5
INMT
ABHD5
GPRC5A
HEBP1
DNASE1L1
COX15
RGPD5
XYLT2
FTSJ1
RALBP1
SYT13
SNAI2
VDAC3
RB1CC1
AKAP11
STRAP
PIGQ
CDH17
RNASET2
B4GALT7
SLC39A9
FAM13B
CHPF2
GABARAPL2
FAM136A
NSMAF
TTC17
MRI1
BOD1L1
TARBP1
FAM65A
RTN4R
PSMA4
CTNS
LCP2
GOPC
MRPS10
GRN
THAP3
VAMP3
RCN1
RFC2
PPP1R3F
KIAA2022
ARHGEF5
NFE2L3
TNIP3
TLL1
NNAT
FAM168A
CDC27
PKP2
IL1RAP
YIPF1
ADCK2
INPP4A
CTDP1
STYK1
GNA11
PIGV
HDAC7
MRPS35
BTN3A1
APPBP2
RPL18
CA11
ISOC2
EPN1
ZFY
KCNQ1
TRIB2
GPKOW
AQR
KLK13
MBD3
LMCD1
FAM50A
ACAP1
DERL2
ANO8
KDM4B
CAMSAP3
CTTNBP2
CIC
KIF22
PRSS22
YTHDC2
TMEM161A
BCAR1
FOXJ2
TNFRSF1A
GOLGA5
CELSR3
PPP2R5B
BCL3
PDZD4
NPIPB4
FSTL3
TRIP13
P4HA2
VASH1
PDCD2
LLGL2
KRT14
ARHGEF10L
HSD17B10
TIMM21
REXO1
MKRN2
GPATCH1
KEAP1
TNS1
NGFR
NTN1
ISOC1
KLF6
MNT
AP3M2
LAPTM4A
PTPN18
STK10
CA12
MAP2K5
TIGAR
MTMR7
CDK13
TRAM2
CLDN18
NDUFB4
HEATR6
ERLEC1
CLIC5
TMEM131
TMEM38A
PVR
ACTR6
NFKB2
DMRT3
OSBPL6
CTSA
UHRF1BP1
OSTM1
IMPG2
ACTN1
KIAA0141
PCDHB4
PCDHB2
HSPB11
STRADB
FAM135A
PLOD1
TDRD3
OXCT1
ZNF324
ZNF416
RPS5
FAM234B
PILRA
AQP2
DIMT1
EIF2AK1
EPDR1
MRPL28
RBM22
ZW10
ITGB4
PPP1R15A
TRIP6
ADAM11
LAMP2
TFAP2C
SULT2B1
EPS8L1
REM1
PDRG1
PPP1R13B
RALGAPA2
RPL6
ESF1
TMEM230
OAS1
SIRT4
TRMT6
HAUS5
UQCRC1
GMIP
LAG3
MLF2
OTUB2
TFAP4
PDCD7
GNPTG
GOLGA3
EFNB1
GLG1
NAT14
DLD
ABCC6
CMTM6
SPAG7
RGS17
TMEM101
CCDC80
OSGEP
G2E3
TGM1
TEKT2
UNC13D
COMT
XYLB
ADH1A
KRT23
CDC6
AAAS
CBX5
KLHL20
FMO2
DHPS
PTBP3
PSMD5
NANS
SEMA4G
TPSD1
GSTA3
MAPK13
TMEM14A
VARS
ZNF184
VCL
SIRT1
TGFBR3
TMED1
ERMP1
MZF1
BCL7C
ATP5D
IGFALS
MARCH2
NDUFB7
TECR
TIMM13
CDC34
MISP
GADD45B
SNAP29
LZTR1
THAP7
MIF
DDTL
TBC1D10A
SF3A1
USP18
RNF215
SNRPD3
MAPK1
TCN2
CRYBB3
MORC2
SLC25A1
PLA2G3
LGALS2
PDXP
ASPHD2
LGALS1
PIK3IP1
SRRD
ANKRD54
SNU13
MICALL1
KDELR3
DDX17
CBY1
TOMM22
RSPH14
XBP1
RTCB
JOSD1
GTPBP1
PPP6R2
DNAL4
RHBDD3
APOBEC3D
HMGXB4
BIK
HMOX1
NIPSNAP1
MCM5
ARSA
RASD2
TTLL12
CBX7
RPL3
TAB1
PNPLA3
MYH9
TXN2
EIF3D
ADSL
FAM118A
ST13
IL2RB
RBX1
L3MBTL2
CHADL
PHF5A
ACO2
PMM1
CERK
ZBED4
HDAC10
RIPK3
PAPOLA
HSP90AA1
MARK3
SNAPC1
SUPT16H
AP4S1
SOS2
CDKL1
CNIH1
CGRRF1
C14orf105
PIGH
PSMA3
VTI1B
GSTZ1
TMED8
SAMD15
SPTLC2
RIN3
ALKBH1
SIX4
CEP128
ERH
SLC10A1
ZFYVE21
VRK1
PAPLN
PABPN1
ARHGAP5
CINP
SRP54
PCK2
NFKBIA
EMC9
PSME2
BRMS1L
PNN
CYP24A1
PTPRA
NSFL1C
GSS
PYGB
PROCR
R3HDML
PABPC1L
SALL4
CSTF1
CTSZ
TUBB1
TCFL5
UBOX5
PTK6
SRMS
C20orf27
TRIB3
CSNK2A1
SLC52A3
RSPO4
FERMT1
TM9SF4
TLDC2
SNTA1
PXMP4
CHMP4B
WFDC2
AHCY
FAM83D
PIGU
ACOT8
APMAP
TXNL1
MYL12A
RNF125
ARSD
TAF9
IDH3G
SLC25A43
MXRA5
VSIG1
PSMD10
STS
TBL1X
PGRMC1
RHOXF1
GUCY2F
TLR8
WDR13
STAG2
ABCD1
KCND1
PCSK1N
RP2
USP11
HTATSF1
TIMP1
ITIH6
MAGED2
GLA
ATP12A
NDFIP2
ACP5
DHRS12
NTHL1
ZNF263
CHD9
ZNF205
C16orf70
LYRM1
NUTF2
ARL2BP
PLLP
CCL22
DHODH
CCL17
POLR2C
PARD6A
MMP15
USB1
CCDC113
NME3
PSMD7
SETD6
SLC38A7
HAS3
SMPD3
SLC7A6
PLA2G15
CMC2
HSDL1
WFDC1
TSC2
ZNF500
NME4
FAM173A
METRN
STUB1
CRYM
CAPN15
USP31
TOX3
MAZ
CDIPT
BCKDK
KAT8
KNOP1
MGA
CSK
MTFMT
CTSH
CEMIP
EHD4
GABPB1
SCG3
DNAJC17
RHOV
VPS18
BLOC1S6
EXTL3
FDFT1
AGO2
PAG1
BRF2
ZFAND1
RP1
RIPK2
CPQ
DECR1
GDAP1
PHF20L1
EMC2
CHRAC1
NCALD
UBR5
PYCRL
MTMR9
DCTN6
TNFRSF10A
PPP2CB
KCTD9
CNOT3
EXOSC5
PNPLA6
PAF1
ZNF432
ZNF180
ZNF780B
RUVBL2
ECH1
HNRNPL
KCNA7
SNRNP70
PPP1R37
FCGRT
CKM
PEX11G
RNASEH2A
SF3A2
TBC1D17
CCDC130
AES
SGTA
SNAPC2
C19orf53
FIZ1
POP4
PDCD5
FBL
POLR2I
CCDC9
TGFB1
ATP5SL
PLIN3
RPS19
NKG7
ICAM5
SULT2A1
CDC37
RABAC1
CNFN
RAB3D
DBP
CAPS
EPOR
WDR83OS
DNASE2
LENG1
RPL18A
SLC5A5
KCNN1
ARRDC2
PIK3R2
RAB3A
PSENEN
TMEM147
GAPDHS
USF2
KXD1
FKBP8
ERF
GSK3A
SIPA1L3
CADM4
ABCF2
LAMB1
UBE2D4
GTPBP10
BET1
NAMPT
TWISTNB
ITGB8
HBP1
SP4
CBLL1
MPP6
OGDH
H2AFV
CAV2
LFNG
TSPAN12
CHN2
ABHD11
FKBP14
STX1A
NOD1
BUD31
CYP3A5
SNX8
WASL
HYAL4
AIMP2
MOSPD3
PCOLCE
RBM28
RP11-44M6.3
LSM5
SERPINE1
MOGAT3
C1GALT1
PLOD3
RPA3
FIS1
GLCCI1
MYL10
NRF1
CEP41
ZNF862
RARRES2
YAE1D1
GIMAP2
PSMA2
MRPL32
COA1
BCL7B
YKT6
PTGS1
ZNF510
ZNF688
CHMP5
FKTN
PRUNE2
SEC61B
C5
AKNA
AK1
PLGRKT
TBC1D13
EDF1
SETX
VIM
BLNK
CYP26A1
CDH23
ACTA2
SFXN3
PITRM1
OBFC1
DNAJC12
PPIF
TBC1D12
ST6GALNAC2
DHX33
UTP18
SLC25A39
EPX
NUFIP2
GIT1
RPL19
SUPT4H1
SHPK
TAX1BP3
P2RX1
GOSR2
PNPO
TVP23C
RPS6KB1
CBX1
GALK1
PFN1
SLC25A11
C1QBP
CPD
GOSR1
CCDC47
MED31
DRG2
AKAP10
SMARCD2
PRR29
SYNGR2
DDX5
C17orf75
CCL2
PEX12
KAT2A
NAGLU
HSD17B1
ABI3
COL1A1
MRPL27
LRRC59
HDAC5
DUSP3
CACNG1
EFNB3
RANGRF
TNFAIP1
TMEM97
FOXN1
CD38
LAP3
CXCL6
RUFY3
CWH43
SULT1E1
LAMTOR3
PF4V1
NFKB1
MANBA
KLHL2
WFS1
GAR1
FRG1
CLNK
SPA17
CD82
SPI1
PLEKHB1
ZPR1
C11orf63
HSPA8
DTX4
SF1
CCND1
CCDC86
PRPF19
TMEM109
ANAPC15
PANX1
IL10RA
GALNT18
BIRC2
PDHX
SLC15A3
DGAT2
C11orf58
RPS13
YBX3
DDX11
KITLG
SART3
RPLP0
RAD52
POLR3B
PPFIBP1
CD69
PRDM4
CLEC2B
ASIC1
KCTD10
MLEC
MVK
CSRNP2
PPM1H
LTA4H
ELK3
ITFG2
PARP11
ARPC3
GPN3
AKAP3
CREBL2
CDKN1B
SCNN1A
OGFOD2
OAS3
ART4
MGP
ARHGDIB
NUP107
CNOT2
TIMELESS
KRR1
MRPL51
GAPDH
CHPT1
USP5
ENO2
C12orf57
NANOG
GOLT1B
PRKAB1
CMAS
HCFC2
AICDA
RAB35
COX6A1
GATC
SRSF9
KLRB1
ZNF76
IYD
RSPH4A
TMEM14C
SMIM8
ASF1A
HINT3
NCOA7
NEU1
SLC44A4
FANCE
MAPK14
STK38
RAB44
HLA-DOA
MCM3
RNF8
SAYSD1
KIF6
GPR63
FBXL4
GPLD1
ACOT13
RPS12
GMNN
SNX3
ZBTB24
FIG4
HSD17B8
C6orf118
MDFI
BYSL
TBP
GUCA1B
PPP2R5D
MRPL2
PTK7
DNPH1
EXOC2
TMEM30A
ENPP5
MEP1A
SKIV2L2
ISL1
HARS2
NUDT12
PAPD7
DAP
BRD8
MRPS30
HBEGF
LOX
SPARC
PCDHB5
GRM6
THG1L
TTC1
LNPEP
ST8SIA4
PCDH12
NUP155
PPP2CA
C5orf15
TRIM23
TRAPPC13
RARS
SLC7A14
ZMYND10
MLH1
EHHADH
CRBN
FAM162A
UBE3A
PFKFB4
HES1
TUSC2
CYB561D2
GNB4
UMPS
ABTB1
KLHL18
HEMK1
RRP9
EIF1B
ZBTB47
TNNC1
NKTR
SPCS1
NEK4
WDFY1
EIF2AK2
DAZAP1
DDX1
HEATR5B
MDH1
MAPRE3
TMSB10
MSH2
NCK2
NDUFS1
SLC11A1
RTKN
INO80B
TTL
FAHD2A
SF3B6
NRBP1
SNX17
REEP6
APC2
RPS15
GCA
WBP1
MOGS
TTC31
PCGF1
POLE4
ACADL
IGFBP2
IGFBP5
GGCX
HSPE1
SLC9A2
PPP1R7
PASK
PROC
ID2
ODC1
PLEKHB2
GORASP2
CEBPZ
PRKD3
SLC1A4
ORC2
COX7A2L
PPP3R1
PLEK
GRIN3B
ATP6V1B1
MSH6
PLEKHA3
SPR
ENO1
CDC7
SYDE2
SARS
BCL9
TCEANC2
TMEM59
RPL22
OPRD1
WDR77
RNF19B
DLGAP3
C1orf21
MFN2
MIIP
SLC35D1
PRDM2
RGS2
WARS2
OSCP1
KDM5B
AKR7A2
GBP3
HMGCL
P3H1
EBNA1BP2
ATP6V0B
SLC19A2
SELL
FMO6P
VAMP4
SYF2
CTSD
CAMSAP2
EEF1B2
FASTKD2
DOPEY1
FILIP1
CASP8AP2
TBPL1
FBXO30
ADAT2
TNFAIP3
MED28
DNAH6
RNF103
MYL12B
ARMC2
RPN2
SOGA1
PKD2
STBD1
CCNI
RARRES1
FGF23
ELL2
GLRX
NDUFB3
ZFAND5
C2orf40
YWHAQ
CPSF3
PIGZ
DDX55
CCDC92
LGALS8
FKBP15
HDHD3
ALG2
VPS4B
SERPINB10
ADCK1
IFI27L2
NEK9
ACYP1
IFT43
NPC2
IRF2BPL
ACOT2
FLVCR2
TGFB3
ZC2HC1C
PAPOLG
TP53I3
RHOQ
TMEM214
ATAD2B
FAM98A
YIPF4
AFTPH
LGALSL
CRIPT
MFSD13A
SLF2
PPP1R3C
MXI1
PRLHR
HOXB1
DUSP1
PANK3
LRP11
CCDC170
ARAP3
PCDHB14
MSANTD2
PDZD11
NUDCD1
MTRF1
UFM1
ELF1
ALG5
EXOSC8
FAM53C
EGR1
PFN2
SERP1
NFYB
FZD3
DUSP4
SORBS3
PPP3CC
TARDBP
RDH10
DLX4
COIL
SLC35B1
TBX4
FAM117A
KIAA0922
ZNF141
TSHZ3
PLBD1
KLRK1
PYROXD1
IAPP
ZNF549
ZSCAN18
TFG
NAA50
MAPK8IP1
PEX16
CAT
TNFSF10
CPXM2
GSTM2
CXCR4
ACVR2A
POLK
RASL11A
FYTTD1
MRPS2
COPA
AHR
SCRN1
EEPD1
WIPF3
INHBA
FKBP9
POLM
MRM2
TAF1L
DNAI1
DCAF10
ZC3HAV1
SRGN
EGR2
FAM149B1
DYNLL1
IFT81
ACADS
RNF11
BHLHE41
STX10
DDX39A
PKN1
C19orf43
ADGRE5
ZNF442
KLHL24
EBPL
ZC3H13
ORMDL2
LRP1
FAAH
SEC61A1
TCEAL3
RAB9B
RAB9A
RIF1
TTC21B
NMI
SLC36A1
KCNJ2
EXOSC9
PLA2G12A
SNRPA
B9D2
COQ8B
ZNF468
ZNF350
RAB38
GPR83
HAUS3
CHPF
SP140L
ENKD1
ACTR5
SYS1
PI3
ARHGAP40
ATP5E
PLCG1
SRSF6
RAB22A
PTGIS
CDH26
MOCS3
RNF114
PEPD
MCEE
PAIP2B
MPHOSPH10
LIPE
PINLYP
LYPD3
CEACAM8
RNF39
DST
FBXO9
RRP36
BTN3A3
SNRPC
ABCC10
PEX6
UNC5CL
AARS2
ZNF391
APOBEC2
TREM1
MEA1
COL21A1
CDKN1A
SOX4
SSR1
ATXN1
BLOC1S5
LRRFIP1
EREG
SCGB2A1
EMC3
SH3TC1
KATNAL2
MT2A
GOT2
PIWIL1
RAP2A
EFNB2
SLC22A5
IRF1
NIN
PTGER2
RPS29
SOX9
MRPS7
ARMC7
NT5C
ZBTB46
SLC35F5
INSIG2
PSD4
ALKBH7
CLPP
TNFSF9
THOC2
RPL23
SH2D3A
TNFSF14
EML2
VASP
SYMPK
CFAP61
CDC25B
CD93
PSMF1
TMX4
RRBP1
DSTN
S1PR4
NCLN
ANKHD1
PITHD1
MAX
FNTB
ARMCX5
MMP24
NECAB3
RALY
PLAGL2
UROD
LRFN3
IGFLR1
CAPNS1
PDCD2L
UBA2
FFAR2
HCST
FFAR1
COX6B1
KRT38
CCR7
NR1D1
ARL2
BCL2L12
RRAS
PRRG2
GLTSCR2
FLRT1
SBDS
IFI35
WNK4
DNASE1
TRAP1
DDX49
GDF1
SDF2
NSRP1
AHDC1
SLC35A2
CFP
ELK1
ATG14
SIX1
L3HYPDH
SGPP1
PLEKHG3
FAM78A
CANX
PYCARD
PHPT1
TRAF2
ABHD8
HELB
TSPAN8
YEATS4
NDUFB2
TAS2R4
TAS2R5
ZNF777
IDUA
ZNF317
PIN1
FBXL12
KIF17
SIN3B
KLF2
F2RL3
HCFC1R1
HN1L
GFER
RAB40C
WDR24
ZNF10
TICAM1
MON1B
EIF3K
EMC6
TUBA4A
PNKD
TNFRSF19
HSPB1
SHFM1
PTPN12
FGL2
PEX1
LRFN1
TUBGCP6
DGCR6L
NCF4
CYTH4
GCAT
SGSM3
SDF2L1
YWHAH
A4GALT
CDC42EP1
MCHR1
TST
CCDC117
RAC2
LIF
APOBEC3A
EMC4
PMPCB
ATP6V1F
LSM8
STRIP2
DNAJB9
LRRC4
CALU
SMO
IRF5
SIRT2
MTX2
PIAS1
SNAP23
TMOD2
CLN6
ARPP19
VPS13C
ISLR
THAP10
AMOTL2
ACKR4
COPB1
TPH1
E2F8
SOX15
ZNF232
CD68
ATP1B2
FXR2
LRRC6
QTRT1
ILF3
AP1M2
ERI1
CLEC11A
SIGLEC9
KIAA0391
GEMIN2
BCL2L2
FOXA1
EAPP
EGLN3
TMEM55B
NEDD8
DAD1
RAP1B
ARHGEF6
CHRNA10
RPS4Y1
MAPK8IP3
KLF16
TMEM8A
DOHH
ABHD17A
ZC3H14
LMAN1
NUP37
DMXL2
ANGEL1
SAMD4A
ENOSF1
CDADC1
DOCK7
SEC14L5
CEP170B
CLSPN
PBX4
DHX40
DTWD1
ZNF221
INTS2
KHNYN
CERS4
ESRP2
LILRA2
TUBG2
TUBG1
RPS16
MAST1
PLPPR2
NCAPG
RABGAP1L
ESYT2
ALOX12
FBXO44
NARFL
HBA2
TRNT1
PDGFRL
DHX29
DHX58
KRT12
ARFGEF3
USP40
SNX4
GRHL2
SPAG1
RRM2B
RAF1
TDRD1
MED17
RIC1
TSG101
CARD10
TRPC4AP
C20orf194
CUL9
ACTR3C
TMCO6
NDUFA2
UBE4A
POLDIP3
MICAL3
TRMT2A
DGCR14
ZSCAN9
ZKSCAN3
KRT5
KRT1
KRT6B
DPF2
GAMT
PSMG3
FAM155B
ECSIT
LDLR
ELOF1
CNN1
CDC16
EXOC3L2
NECTIN2
APOE
TOMM40
GADD45G
XPO7
ACE2
FAM98C
SAFB2
BST2
NSUN5
SLC27A1
USHBP1
COLGALT1
MRPL34
PGLS
LSM7
RSPH3
MAS1
MLLT1
BMP15
ACTN4
NDUFA10
ARPC1B
ZSWIM6
SCO2
ZNF764
ZNF747
PXDN
GDF15
LSM4
JUND
TRPM4
NUMBL
TNNI2
CYP2G1P
ATXN10
TUBGCP2
CYP2E1
ZNF337
CEP85
TAF4
RBBP8NL
LAMA5
ADRM1
UBE2M
TRIM28
YIPF2
EIF2S3
TMEM160
ZC3H4
MAP3K10
SESN2
HIP1R
MRPL4
PPAN
ZNF426
SLC6A8
ZNF236
LRP3
GRWD1
NOL11
UBE4B
PKDREJ
SLC35D2
TXLNGY
PPIL4
ARHGEF9
ATP6V1E1
COX4I1
EMC8
GSE1
GINS2
F12
NFATC1
IDO1
ABCB7
MRPS25
TBC1D5
CAPN7
RBSN
NAPSA
NR1H2
PDLIM4
RPL27
VPS25
RAMP2
AOC2
PCDHAC1
NDFIP1
UBE2D2
EXOC4
PPFIA1
FLYWCH1
WDR44
ZCCHC9
KRT15
TNS4
PPP1R1B
FMO5
PRKAB2
FUS
CLUHP3
ZNF132
CHSY1
SNRPA1
ADCY7
THAP1
RHPN2
ACTR10
GCH1
LGALS3
PODNL1
ZNF700
DNAJB1
ZSWIM4
RFX1
DCAF15
SDC1
TRIM21
WDR7
SMARCC1
NUP210
HSD17B7
EMILIN2
RRP8
TIMM10B
EFR3A
PTCD3
MRPL35
IQCA1
ILKAP
PER2
RAMP1
PTPRE
CARD6
MYBBP1A
RPA1
EEFSEC
TMEM128
LANCL2
GRSF1
UTP3
WBP2
H3F3B
TRIM47
ZRANB2
KDM6B
SLC52A1
CLEC10A
RIDA
PCBD2
NIP7
TERF2
VPS4A
JAG1
BTBD3
NXT1
RIN2
IGHMBP2
ACY3
TESMIN
DPH2
ZSWIM3
OSER1
SERINC3
DMGDH
BHMT2
AP3B1
ZBED3
SLC14A2
USPL1
XPO4
HMGB1P5
CHRM3
PEMT
SCO1
CHI3L1
DCLK1
CCNA1
RFXAP
STARD13
MORC4
RNF128
C17orf80
SLC39A11
BTBD2
KMT5C
PDE6B
HSPBP1
CSNK1G2
RTTN
MACROD1
RARRES3
HRASLS2
MED10
CCDC134
PI4KA
GIMAP4
MKRN1
ACTR3B
NTS
BTG1
ATP13A3
DYDC2
TMTC1
KRAS
IPO8
SPINK5
FABP4
IMPA1
E2F5
CCDC59
MICALCL
SBF2
RRAS2
SARAF
RNF122
C14orf1
C14orf159
UNC79
SYNJ2BP
TTC9
MED6
EIF2S1
CTIF
MRO
MBD2
IER3IP1
MRPS36
CCNB1
CD180
IRAK2
CAMK1
VHL
BHLHE40
CHL1
DPH6
KATNBL1
EMC7
AMPD2
GSTM3
SORT1
WNT2B
NOTCH2
TRIM45
CD101
AP4B1
PPHLN1
ARF3
SLC38A2
PLEKHA8P1
KIDINS220
LPIN1
CMPK2
ANO3
FST
ERN2
NARS
KIAA1468
CCNH
HRH4
CABLES1
DOCK2
EMP1
RERG
DDB2
ACP2
FOLH1
FAM127A
PUM1
PHC2
ZCCHC11
PRPF38A
DSG3
RNF138
FHOD3
DAGLA
TIMM10
FADS2
TMEM258
TCN1
CEP135
BIVM
CARS2
ADAMTS8
KLB
APC
NREP
UBQLN1
ANXA1
GOLM1
ADAM19
USP30
MSI1
OASL
HRK
RNFT2
TRAFD1
ASB4
GSAP
TMEM243
TMEM60
PNPLA8
HILPDA
MDFIC
KMT2E
MRAP2
AKIRIN2
ORC3
LMO2
